weather,time_str,city,order_type,time_hour,time_segment,weather_type,recommended_dish
Windy,17:25,Metropolitian,Meal,17,Tea-Time,Hot/Dry,Chaat
Windy,10:35,Metropolitian,Meal,10,Morning,Hot/Dry,Coffee
Stormy,21:45,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Sunny,,Metropolitian,Drinks,12,Lunch,Hot/Dry,Chaat
Sunny,19:50,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Cloudy,19:30,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Cloudy,23:45,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Sunny,14:50,Metropolitian,Drinks,14,Lunch,Hot/Dry,Chaat
Sunny,08:10,Metropolitian,Meal,8,Morning,Hot/Dry,North Indian
Cloudy,21:55,Urban,Buffet,21,Dinner,Cool/Rainy,Biryani
Stormy,17:10,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Sunny,18:40,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Stormy,10:15,Metropolitian,Meal,10,Morning,Cool/Rainy,North Indian
Windy,17:45,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Fog,0.875,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Stormy,20:30,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Stormy,11:40,Metropolitian,Drinks,11,Lunch,Cool/Rainy,North Indian
Stormy,18:40,Metropolitian,Meal,18,Tea-Time,Cool/Rainy,Biryani
Cloudy,23:15,Metropolitian,Buffet,23,Late-Night,Cool/Rainy,Pizza
Windy,23:35,Urban,Buffet,23,Late-Night,Hot/Dry,Pizza
Windy,17:45,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,0.791666667,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Windy,19:35,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Sandstorms,21:40,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Cloudy,20:50,Metropolitian,Snack,20,Dinner,Cool/Rainy,Biryani
Sunny,20:30,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Windy,18:35,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Fog,0.75,Urban,Snack,12,Lunch,Cool/Rainy,North Indian
Stormy,23:15,Urban,Drinks,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,23:40,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Stormy,12:45,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Sandstorms,20:15,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Sandstorms,15:55,Metropolitian,Buffet,15,Lunch,Hot/Dry,North Indian
Fog,23:10,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Stormy,22:50,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Windy,22:45,Metropolitian,Snack,22,Dinner,Hot/Dry,Biryani
Cloudy,15:10,Metropolitian,Meal,15,Lunch,Cool/Rainy,North Indian
Sandstorms,18:30,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Sunny,22:35,Metropolitian,Drinks,22,Dinner,Hot/Dry,Biryani
Sunny,,Urban,Snack,12,Lunch,Hot/Dry,Chaat
Cloudy,17:20,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Windy,18:35,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Windy,19:20,Urban,Buffet,19,Dinner,Hot/Dry,Biryani
Fog,19:10,Metropolitian,Meal,19,Dinner,Cool/Rainy,Biryani
Stormy,23:55,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Stormy,23:10,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Stormy,17:45,Urban,Buffet,17,Tea-Time,Cool/Rainy,Chaat
Sunny,21:55,Urban,Drinks,21,Dinner,Hot/Dry,Biryani
Cloudy,20:50,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Sunny,20:35,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Windy,22:25,Metropolitian,Drinks,22,Dinner,Hot/Dry,Biryani
Sandstorms,09:45,Urban,Snack,9,Morning,Hot/Dry,North Indian
Windy,10:20,Urban,Meal,10,Morning,Hot/Dry,Coffee
Stormy,13:30,Metropolitian,Buffet,13,Lunch,Cool/Rainy,North Indian
Sandstorms,20:10,Urban,Meal,20,Dinner,Hot/Dry,Biryani
Cloudy,12:15,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Cloudy,08:45,Metropolitian,Snack,8,Morning,Cool/Rainy,North Indian
Windy,15:35,Metropolitian,Buffet,15,Lunch,Hot/Dry,North Indian
Sandstorms,19:35,Metropolitian,Snack,19,Dinner,Hot/Dry,Biryani
Windy,,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Cloudy,19:10,Metropolitian,Snack,19,Dinner,Cool/Rainy,Biryani
Windy,22:50,Urban,Buffet,22,Dinner,Hot/Dry,Biryani
Windy,18:45,Urban,Buffet,18,Tea-Time,Hot/Dry,Chaat
Fog,17:25,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Sandstorms,0.791666667,Urban,Meal,12,Lunch,Hot/Dry,North Indian
Cloudy,0.833333333,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Sandstorms,13:50,Urban,Meal,13,Lunch,Hot/Dry,North Indian
Stormy,08:10,Metropolitian,Snack,8,Morning,Cool/Rainy,North Indian
Windy,20:55,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Windy,19:20,Urban,Drinks,19,Dinner,Hot/Dry,Biryani
Cloudy,08:30,Metropolitian,Buffet,8,Morning,Cool/Rainy,North Indian
Windy,09:25,Metropolitian,Drinks,9,Morning,Hot/Dry,Coffee
Sandstorms,21:30,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Stormy,23:15,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Sunny,,Metropolitian,Snack,12,Lunch,Hot/Dry,Chaat
Stormy,,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Cloudy,23:45,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Windy,23:30,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Windy,21:45,Urban,Meal,21,Dinner,Hot/Dry,Biryani
Sunny,20:15,Metropolitian,Snack,20,Dinner,Hot/Dry,Biryani
Sunny,,Urban,Drinks,12,Lunch,Hot/Dry,Chaat
Cloudy,20:45,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Stormy,11:35,Metropolitian,Snack,11,Lunch,Cool/Rainy,North Indian
Windy,11:15,Urban,Drinks,11,Lunch,Hot/Dry,North Indian
Sandstorms,18:20,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Windy,18:15,Metropolitian,Meal,18,Tea-Time,Hot/Dry,Chaat
Windy,17:15,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Fog,22:15,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Windy,22:45,Metropolitian,Drinks,22,Dinner,Hot/Dry,Biryani
Cloudy,12:10,Urban,Drinks,12,Lunch,Cool/Rainy,North Indian
Fog,08:45,Metropolitian,Buffet,8,Morning,Cool/Rainy,Coffee
Sandstorms,22:35,Urban,Drinks,22,Dinner,Hot/Dry,Biryani
Sunny,23:45,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Fog,21:20,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
Stormy,20:10,,Drinks,20,Dinner,Cool/Rainy,Biryani
Sunny,17:25,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Cloudy,17:50,Urban,Meal,17,Tea-Time,Cool/Rainy,Chaat
Fog,23:45,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,0.416666667,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Sandstorms,18:35,Urban,Buffet,18,Tea-Time,Hot/Dry,Chaat
Cloudy,23:10,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Cloudy,0.875,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Fog,18:35,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Chaat
Fog,21:15,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Cloudy,17:20,Metropolitian,Buffet,17,Tea-Time,Cool/Rainy,Chaat
Stormy,08:20,Urban,Drinks,8,Morning,Cool/Rainy,North Indian
Sunny,0.916666667,Urban,Buffet,12,Lunch,Hot/Dry,Chaat
Cloudy,0.875,Urban,Drinks,12,Lunch,Cool/Rainy,North Indian
Sunny,11:30,Metropolitian,Buffet,11,Lunch,Hot/Dry,North Indian
Fog,17:25,Urban,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Stormy,21:45,Urban,Buffet,21,Dinner,Cool/Rainy,Biryani
Fog,22:40,Urban,Snack,22,Dinner,Cool/Rainy,Biryani
Cloudy,22:40,Urban,Meal,22,Dinner,Cool/Rainy,Biryani
Stormy,22:50,,Meal,22,Dinner,Cool/Rainy,Biryani
Fog,0.625,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Cloudy,10:25,Urban,Snack,10,Morning,Cool/Rainy,North Indian
Windy,19:35,,Snack,19,Dinner,Hot/Dry,Biryani
Cloudy,11:45,Metropolitian,Drinks,11,Lunch,Cool/Rainy,North Indian
Fog,21:15,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Windy,10:25,Metropolitian,Buffet,10,Morning,Hot/Dry,Coffee
Stormy,23:35,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Windy,23:20,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Sandstorms,18:20,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Cloudy,08:45,Metropolitian,Buffet,8,Morning,Cool/Rainy,North Indian
Windy,18:25,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Sandstorms,21:20,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Windy,17:35,Metropolitian,Snack,17,Tea-Time,Hot/Dry,Chaat
Windy,19:30,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Windy,21:15,Urban,Snack,21,Dinner,Hot/Dry,Biryani
Stormy,11:55,Urban,Snack,11,Lunch,Cool/Rainy,North Indian
Stormy,17:40,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Windy,14:40,Metropolitian,Buffet,14,Lunch,Hot/Dry,North Indian
Stormy,22:40,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Fog,18:50,Metropolitian,Snack,18,Tea-Time,Cool/Rainy,Chaat
Sandstorms,22:15,Metropolitian,Drinks,22,Dinner,Hot/Dry,Biryani
Stormy,21:30,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
Stormy,23:30,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Cloudy,20:25,,Buffet,20,Dinner,Cool/Rainy,Biryani
Sandstorms,20:10,Metropolitian,Buffet,20,Dinner,Hot/Dry,Biryani
Sunny,17:30,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,0.75,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Fog,0.791666667,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Sandstorms,19:50,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Windy,21:50,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Windy,20:40,Metropolitian,Buffet,20,Dinner,Hot/Dry,Biryani
Windy,09:50,Metropolitian,Buffet,9,Morning,Hot/Dry,Coffee
Stormy,23:15,Metropolitian,Buffet,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,20:30,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Sunny,,Metropolitian,Drinks,12,Lunch,Hot/Dry,Chaat
Sandstorms,23:20,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Sandstorms,19:35,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Fog,17:45,Metropolitian,Snack,17,Tea-Time,Cool/Rainy,Chaat
Stormy,18:55,Metropolitian,Meal,18,Tea-Time,Cool/Rainy,Biryani
Windy,22:35,Urban,Buffet,22,Dinner,Hot/Dry,Biryani
Fog,08:30,Metropolitian,Drinks,8,Morning,Cool/Rainy,Coffee
Stormy,10:20,Metropolitian,Drinks,10,Morning,Cool/Rainy,North Indian
Windy,,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Cloudy,19:50,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Sunny,18:20,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Stormy,17:25,Urban,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Sandstorms,20:25,Metropolitian,Buffet,20,Dinner,Hot/Dry,Biryani
Fog,0.791666667,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Windy,21:15,Urban,Snack,21,Dinner,Hot/Dry,Biryani
Fog,22:50,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Windy,18:40,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Windy,20:25,Metropolitian,Buffet,20,Dinner,Hot/Dry,Biryani
Windy,08:20,Urban,Meal,8,Morning,Hot/Dry,Coffee
Cloudy,,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Stormy,11:25,Urban,Buffet,11,Lunch,Cool/Rainy,North Indian
Stormy,18:30,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Sandstorms,11:10,Metropolitian,Meal,11,Lunch,Hot/Dry,North Indian
Cloudy,18:25,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Stormy,20:40,Metropolitian,Drinks,20,Dinner,Cool/Rainy,Biryani
Stormy,19:40,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Fog,14:50,Metropolitian,Snack,14,Lunch,Cool/Rainy,North Indian
Fog,17:45,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Stormy,22:20,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Windy,14:25,Urban,Snack,14,Lunch,Hot/Dry,North Indian
Windy,09:30,Metropolitian,Drinks,9,Morning,Hot/Dry,Coffee
Sunny,23:35,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Sunny,23:15,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Windy,19:45,Urban,Meal,19,Dinner,Hot/Dry,Biryani
Sandstorms,17:15,Metropolitian,Snack,17,Tea-Time,Hot/Dry,Chaat
Sunny,,Metropolitian,Buffet,12,Lunch,Hot/Dry,Chaat
Sandstorms,20:15,Metropolitian,Snack,20,Dinner,Hot/Dry,Biryani
Cloudy,21:10,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Fog,19:55,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Cloudy,22:15,Urban,Meal,22,Dinner,Cool/Rainy,Biryani
Cloudy,21:25,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Sunny,23:50,Urban,Snack,23,Late-Night,Hot/Dry,Pizza
Sandstorms,21:25,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Sandstorms,23:45,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Cloudy,20:55,Urban,Snack,20,Dinner,Cool/Rainy,Biryani
Windy,22:45,Metropolitian,Meal,22,Dinner,Hot/Dry,Biryani
Windy,0.5,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Stormy,22:25,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Sunny,20:20,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Cloudy,0.458333333,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Fog,20:55,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Sunny,18:20,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Stormy,08:10,Urban,Meal,8,Morning,Cool/Rainy,North Indian
Sandstorms,0.958333333,Urban,Meal,12,Lunch,Hot/Dry,North Indian
Cloudy,19:35,Urban,Snack,19,Dinner,Cool/Rainy,Biryani
Fog,23:15,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Stormy,19:10,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Windy,23:20,Urban,Snack,23,Late-Night,Hot/Dry,Pizza
Stormy,22:35,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Cloudy,20:35,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Windy,14:25,Urban,Snack,14,Lunch,Hot/Dry,North Indian
Cloudy,22:30,Urban,Drinks,22,Dinner,Cool/Rainy,Biryani
Windy,18:30,Urban,Meal,18,Tea-Time,Hot/Dry,Chaat
Cloudy,12:25,Urban,Meal,12,Lunch,Cool/Rainy,North Indian
Sandstorms,18:55,Urban,Snack,18,Tea-Time,Hot/Dry,Chaat
Fog,17:40,Metropolitian,Buffet,17,Tea-Time,Cool/Rainy,Chaat
Windy,22:30,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Fog,20:20,Metropolitian,Snack,20,Dinner,Cool/Rainy,Biryani
Sunny,18:20,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Sandstorms,23:55,Urban,Meal,23,Late-Night,Hot/Dry,Pizza
Cloudy,0.75,Urban,Buffet,12,Lunch,Cool/Rainy,North Indian
Cloudy,18:50,Metropolitian,Snack,18,Tea-Time,Cool/Rainy,Biryani
Stormy,16:10,Metropolitian,Drinks,16,Tea-Time,Cool/Rainy,Chaat
Sunny,20:30,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Cloudy,20:25,Metropolitian,Snack,20,Dinner,Cool/Rainy,Biryani
Sandstorms,18:15,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Sunny,23:50,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Stormy,20:25,Urban,Meal,20,Dinner,Cool/Rainy,Biryani
Fog,09:45,Metropolitian,Meal,9,Morning,Cool/Rainy,Coffee
Sunny,19:25,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Cloudy,22:20,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Cloudy,21:35,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Cloudy,23:10,Metropolitian,Buffet,23,Late-Night,Cool/Rainy,Pizza
Fog,23:10,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Cloudy,,Urban,Snack,12,Lunch,Cool/Rainy,North Indian
Windy,18:40,Metropolitian,Meal,18,Tea-Time,Hot/Dry,Chaat
Windy,08:55,Metropolitian,Buffet,8,Morning,Hot/Dry,Coffee
Sandstorms,19:35,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Fog,11:50,Urban,Snack,11,Lunch,Cool/Rainy,North Indian
Fog,22:45,Urban,Drinks,22,Dinner,Cool/Rainy,Biryani
Cloudy,08:20,Urban,Meal,8,Morning,Cool/Rainy,North Indian
Sunny,19:25,Metropolitian,Snack,19,Dinner,Hot/Dry,Biryani
Sunny,13:40,Urban,Drinks,13,Lunch,Hot/Dry,Chaat
Sandstorms,17:50,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sunny,18:40,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Sunny,19:30,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Fog,10:35,Urban,Buffet,10,Morning,Cool/Rainy,Coffee
Sunny,,Metropolitian,Snack,12,Lunch,Hot/Dry,Chaat
Sandstorms,17:50,Urban,Meal,17,Tea-Time,Hot/Dry,Chaat
Windy,08:15,Metropolitian,Drinks,8,Morning,Hot/Dry,Coffee
Sunny,17:10,Urban,Drinks,17,Tea-Time,Hot/Dry,Chaat
Stormy,19:50,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Sandstorms,20:30,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Sandstorms,17:20,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Sunny,18:40,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Sunny,23:40,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Windy,,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Stormy,17:20,Metropolitian,Snack,17,Tea-Time,Cool/Rainy,Chaat
Fog,22:20,Urban,Meal,22,Dinner,Cool/Rainy,Biryani
Fog,1,Urban,Meal,1,Late-Night,Cool/Rainy,Pizza
Fog,22:55,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Sunny,,Metropolitian,Meal,12,Lunch,Hot/Dry,Chaat
Cloudy,22:10,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Cloudy,17:55,Urban,Snack,17,Tea-Time,Cool/Rainy,Chaat
Stormy,19:30,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Fog,20:45,,Snack,20,Dinner,Cool/Rainy,Biryani
Cloudy,18:30,Metropolitian,Meal,18,Tea-Time,Cool/Rainy,Biryani
Cloudy,0.5,Urban,Drinks,12,Lunch,Cool/Rainy,North Indian
Sandstorms,17:25,Urban,Meal,17,Tea-Time,Hot/Dry,Chaat
Cloudy,20:25,Metropolitian,Snack,20,Dinner,Cool/Rainy,Biryani
Fog,,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Cloudy,11:45,Metropolitian,Meal,11,Lunch,Cool/Rainy,North Indian
Stormy,17:25,Metropolitian,Buffet,17,Tea-Time,Cool/Rainy,Chaat
Sandstorms,20:40,Metropolitian,Snack,20,Dinner,Hot/Dry,Biryani
Windy,22:15,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Cloudy,23:10,Urban,Meal,23,Late-Night,Cool/Rainy,Pizza
Fog,19:40,Metropolitian,Meal,19,Dinner,Cool/Rainy,Biryani
Fog,22:10,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Windy,0.875,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Stormy,22:35,Urban,Meal,22,Dinner,Cool/Rainy,Biryani
Cloudy,18:30,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Sunny,19:25,Metropolitian,Snack,19,Dinner,Hot/Dry,Biryani
Stormy,22:35,Urban,Snack,22,Dinner,Cool/Rainy,Biryani
Sandstorms,22:35,Urban,Meal,22,Dinner,Hot/Dry,Biryani
Fog,0.791666667,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Windy,17:10,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,23:15,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Sunny,0.791666667,Metropolitian,Snack,12,Lunch,Hot/Dry,Chaat
Cloudy,20:50,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Fog,23:35,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Sunny,21:55,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Sunny,18:50,Urban,Buffet,18,Tea-Time,Hot/Dry,Chaat
Sunny,20:40,Metropolitian,Buffet,20,Dinner,Hot/Dry,Biryani
Stormy,21:45,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
Sandstorms,0.416666667,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Sandstorms,0.5,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Cloudy,20:25,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Sunny,19:50,Urban,Snack,19,Dinner,Hot/Dry,Biryani
Sunny,22:30,Urban,Drinks,22,Dinner,Hot/Dry,Biryani
Stormy,10:55,Metropolitian,Snack,10,Morning,Cool/Rainy,North Indian
Sunny,17:45,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,20:40,Urban,Snack,20,Dinner,Hot/Dry,Biryani
Sandstorms,20:25,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Fog,0.875,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Sunny,17:40,Metropolitian,Meal,17,Tea-Time,Hot/Dry,Chaat
Sunny,21:15,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Fog,17:20,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Fog,,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Cloudy,22:20,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Sunny,0.708333333,Metropolitian,Meal,12,Lunch,Hot/Dry,Chaat
Sunny,21:30,Urban,Snack,21,Dinner,Hot/Dry,Biryani
Sunny,0.416666667,Metropolitian,Buffet,12,Lunch,Hot/Dry,Chaat
Cloudy,22:15,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Sunny,22:40,Metropolitian,Snack,22,Dinner,Hot/Dry,Biryani
Cloudy,08:20,Metropolitian,Buffet,8,Morning,Cool/Rainy,North Indian
Sunny,21:55,Semi-Urban,Buffet,21,Dinner,Hot/Dry,Biryani
Cloudy,19:20,Metropolitian,Meal,19,Dinner,Cool/Rainy,Biryani
Cloudy,,Urban,Snack,12,Lunch,Cool/Rainy,North Indian
Sunny,20:45,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Fog,21:35,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Windy,09:35,Metropolitian,Snack,9,Morning,Hot/Dry,Coffee
Sunny,20:35,Urban,Meal,20,Dinner,Hot/Dry,Biryani
Cloudy,20:35,Urban,Drinks,20,Dinner,Cool/Rainy,Biryani
Stormy,09:30,Metropolitian,Meal,9,Morning,Cool/Rainy,North Indian
Fog,08:35,Metropolitian,Meal,8,Morning,Cool/Rainy,Coffee
Cloudy,20:10,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Fog,11:15,Metropolitian,Snack,11,Lunch,Cool/Rainy,North Indian
Stormy,16:15,Urban,Snack,16,Tea-Time,Cool/Rainy,Chaat
Windy,20:35,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Windy,0.958333333,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Sandstorms,08:20,Metropolitian,Meal,8,Morning,Hot/Dry,North Indian
Stormy,09:15,Metropolitian,Buffet,9,Morning,Cool/Rainy,North Indian
Windy,19:55,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Sunny,18:15,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Fog,16:35,Metropolitian,Meal,16,Tea-Time,Cool/Rainy,Chaat
Cloudy,22:50,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Sandstorms,23:40,,Meal,23,Late-Night,Hot/Dry,Pizza
Stormy,21:15,Metropolitian,Drinks,21,Dinner,Cool/Rainy,Biryani
Fog,23:40,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Windy,17:10,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Windy,10:40,Metropolitian,Drinks,10,Morning,Hot/Dry,Coffee
Sandstorms,09:10,,Drinks,9,Morning,Hot/Dry,North Indian
Sunny,18:25,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Stormy,22:35,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Fog,18:35,Urban,Drinks,18,Tea-Time,Cool/Rainy,Chaat
